,logFC,AveExpr,t,P.Value,adj.P.Val,B
Acat2,0.059074334,3.94700031,0.022662196,0.982328498,0.999996286,-4.599701482
LOC102551825,0.025603008,1.093002483,0.022659248,0.982330796,0.999996286,-4.596082313
Sox11,-0.07161396,5.08380722,-0.02265097,0.982337251,0.999996286,-4.602412002
Creb5,0.084287819,5.985998165,0.022650382,0.982337709,0.999996286,-4.604170467
Tnc,-0.127369154,9.03907425,-0.022639604,0.982346111,0.999996286,-4.604030867
Gas5,0.091300462,6.435214787,0.022636652,0.982348413,0.999996286,-4.604713346
LOC100362830,0.117086725,8.689886041,0.022635313,0.982349458,0.999996286,-4.604289066
Ecm1,0.049780195,3.335528878,0.022634481,0.982350106,0.999996286,-4.598453599
Obfc1,0.07090583,5.049116949,0.022607396,0.982371222,0.999996286,-4.602331735
Hmgxb4,0.083637688,5.951416689,0.02259305,0.982382407,0.999996286,-4.6041193
Mrps9,-0.072236536,5.224725313,-0.022584002,0.982389461,0.999996286,-4.602734465
Mettl14,-0.079714162,5.667282578,-0.022582112,0.982390935,0.999996286,-4.603635618
Hdgf,-0.103880087,7.563228922,-0.022579826,0.982392717,0.999996286,-4.604910199
Man2b2,0.070218285,4.844290367,0.02257107,0.982399543,0.999996286,-4.601843278
Npepl1,-0.085483566,6.137872342,-0.022568896,0.982401238,0.999996286,-4.604387042
Prex1,0.091348679,6.602312364,0.022560524,0.982407765,0.999996286,-4.604839358
Klhl35,-0.028912637,1.919182778,-0.022550829,0.982415324,0.999996286,-4.5966357
Trafd1,-0.086247647,6.357566761,-0.022535462,0.982427304,0.999996286,-4.604640391
Crocc,0.079023469,5.479872811,0.022531583,0.982430328,0.999996286,-4.603274963
Phf21a,0.088495371,6.369328766,0.022524418,0.982435915,0.999996286,-4.604651893
Tbc1d5,0.080737708,5.855777695,0.022508157,0.982448593,0.999996286,-4.603963769
Large,0.06432348,4.721181776,0.02250475,0.982451248,0.999996286,-4.601546189
Mkks,-0.064910486,4.476816656,-0.02248395,0.982467465,0.999996286,-4.600954253
Tcerg1,0.107169387,7.848186359,0.022483463,0.982467844,0.999996286,-4.604796379
Rab33b,0.072687038,5.255238762,0.02248175,0.98246918,0.999996286,-4.602802258
Sclt1,0.064218799,4.558086484,0.022465498,0.982481851,0.999996286,-4.601150859
Taf5,0.059339671,4.154851118,0.02245274,0.982491797,0.999996286,-4.600183545
Nicn1,-0.074657051,5.333072202,-0.022448364,0.982495209,0.999996286,-4.602969474
LOC102547455,0.056967734,4.344839259,0.022446459,0.982496694,0.999996286,-4.60063681
Kpna3,-0.076473911,5.496740439,-0.022436692,0.982504309,0.999996286,-4.603308652
Fbxw8,-0.082858261,6.066511029,-0.02242624,0.982512458,0.999996286,-4.604286978
Chmp4b,-0.067328723,4.811774233,-0.022425775,0.98251282,0.999996286,-4.601764093
Plp2,0.082970198,6.01274841,0.022424881,0.982513517,0.999996286,-4.604209518
Macf1,0.112308996,8.30067988,0.022412854,0.982522894,0.999996286,-4.604549328
Cox18,0.05677631,3.908217336,0.022405467,0.982528653,0.999996286,-4.599613545
LOC102551479,-0.04431522,2.903231355,-0.022402331,0.982531098,0.999996286,-4.597748487
Tiprl,-0.071100545,5.101480089,-0.022394658,0.982537081,0.999996286,-4.602452284
Pgam1,-0.120130589,8.607235538,-0.022393496,0.982537986,0.999996286,-4.604347436
Nup43,0.058865939,4.053390317,0.022389954,0.982540748,0.999996286,-4.599944803
Scoc,-0.075164367,5.353191915,-0.022388893,0.982541575,0.999996286,-4.603012716
Zfp207,0.110168446,8.131053603,0.022369997,0.982556307,0.999996286,-4.604650312
Dcps,0.067234004,4.800441273,0.022358965,0.982564908,0.999996286,-4.601736627
Mbd1,0.087629939,6.315827188,0.022351747,0.982570536,0.999996286,-4.604599338
Bbs1,0.071047693,5.058363712,0.022344747,0.982575993,0.999996286,-4.602353828
Clpx,0.075580327,5.52545824,0.022333209,0.982584989,0.999996286,-4.603365569
Ccdc88a,-0.100672469,7.512579901,-0.022332865,0.982585257,0.999996286,-4.604925619
Osbpl6,-0.07444287,5.376909689,-0.022331024,0.982586692,0.999996286,-4.603063831
LOC100360316,-0.087336676,6.537597228,-0.022329068,0.982588217,0.999996286,-4.60479562
Apex2,0.052087264,3.635637091,0.022328365,0.982588765,0.999996286,-4.599030878
LOC102552871,0.060518469,4.258683632,0.022324503,0.982591776,0.999996286,-4.600428486
Ogt,0.114509607,8.526452146,0.022309864,0.982603189,0.999996286,-4.604402632
Bcl10,-0.058977062,4.154211991,-0.022304642,0.982607261,0.999996286,-4.600182047
Slc36a4,-0.08094399,5.990434228,-0.022290113,0.982618588,0.999996286,-4.60417707
Ubald2,0.059834002,4.524740598,0.022289475,0.982619085,0.999996286,-4.601071349
Glcci1,0.069956871,5.016250736,0.022278062,0.982627983,0.999996286,-4.602253543
Chtop,-0.092460183,6.855962533,-0.022276575,0.982629143,0.999996286,-4.604955929
Ap2m1,-0.110249405,8.278504314,-0.022272212,0.982632545,0.999996286,-4.604563341
Smim5,0.080459567,5.528228091,0.022267287,0.982636384,0.999996286,-4.603371108
RGD1562310,0.062188843,4.488298496,0.02226665,0.98263688,0.999996286,-4.600982183
Fat1,0.135794132,10.26203114,0.022258534,0.982643208,0.999996286,-4.603031722
Ptpn18,0.019387678,0.658688034,0.022250994,0.982649086,0.999996286,-4.595885513
Stk24,0.061689178,4.343482424,0.022248333,0.982651161,0.999996286,-4.600633595
Cep162,0.07028975,4.907753012,0.022240435,0.982657319,0.999996286,-4.601995942
Strada,0.072197782,5.268029032,0.022229678,0.982665705,0.999996286,-4.602829698
Gtf2h2,0.058677983,4.132930724,0.022216417,0.982676044,0.999996286,-4.600131286
Ube2f,-0.057713717,4.082727762,-0.022204535,0.982685308,0.999996286,-4.600012822
Slc4a2,-0.085235049,6.259459175,-0.022199183,0.982689481,0.999996286,-4.604535363
LOC499179,0.088644224,6.484929285,0.022198876,0.98268972,0.999996286,-4.604756836
Cpne2,-0.069980261,5.132025027,-0.022198751,0.982689817,0.999996286,-4.602522469
Lrp11,-0.076338424,5.530249509,-0.022187265,0.982698772,0.999996286,-4.603375165
Sap130,-0.085884658,6.271596506,-0.022179906,0.98270451,0.999996286,-4.604549591
Acad9,-0.068718489,4.869853741,-0.022148778,0.982728779,0.999996286,-4.601905669
Tmem167a,-0.092018416,6.861031035,-0.022137585,0.982737505,0.999996286,-4.604957273
Tmem59,0.09718538,7.343315954,0.022129242,0.98274401,0.999996286,-4.604967426
Eef1g,-0.115069702,8.823857737,-0.022127313,0.982745513,0.999996286,-4.604192672
Mad2l2,-0.045363032,3.183112681,-0.022119133,0.982751891,0.999996286,-4.598188517
Krba1,-0.081402355,5.960416178,-0.022118927,0.982752051,0.999996286,-4.60413334
Nmt2,-0.08070188,5.793291428,-0.022115222,0.98275494,0.999996286,-4.603860743
Brd8,0.093822192,6.984233224,0.022105302,0.982762674,0.999996286,-4.604982152
LOC301124,-0.083009095,6.134524841,-0.022101773,0.982765426,0.999996286,-4.604382839
Rcbtb1,-0.079106151,5.823629177,-0.02209406,0.982771439,0.999996286,-4.603910819
Paxbp1,0.090586481,6.633918703,0.022085572,0.982778057,0.999996286,-4.604859613
Xab2,-0.075651699,5.437925831,-0.022078003,0.982783958,0.999996286,-4.603191473
Ubqln1,-0.096352989,7.162777254,-0.022068738,0.982791181,0.999996286,-4.604989282
Rab34,0.088735171,6.550816335,0.022067423,0.982792206,0.999996286,-4.604805209
Uba3,-0.084720762,6.16901685,-0.02206707,0.982792481,0.999996286,-4.604425892
Kbtbd4,-0.061698118,4.355505974,-0.022057698,0.982799788,0.999996286,-4.600662483
Ptpn6,-0.029157575,2.146910077,-0.022056922,0.982800393,0.999996286,-4.596841306
Clec16a,-0.075945701,5.541173611,-0.022044809,0.982809838,0.999996286,-4.603397019
Atp6v1g1,-0.100981666,7.535582407,-0.022021271,0.982828188,0.999996286,-4.604918941
Sgms1,-0.071501916,5.147546151,-0.022015173,0.982832943,0.999996286,-4.602557803
Luc7l2,0.111875693,8.383788539,0.022000014,0.982844761,0.999996286,-4.604496812
Hmgcs1,0.099757903,7.451666475,0.021998883,0.982845643,0.999996286,-4.604942748
Prmt5,-0.084159473,6.27517726,-0.02199697,0.982847135,0.999996286,-4.604553753
Ntmt1,-0.059846347,4.280395671,-0.021993643,0.982849729,0.999996286,-4.600480698
Capn1,-0.064954906,4.762090334,-0.021993224,0.982850055,0.999996286,-4.601644275
Gpatch1,-0.064800228,4.574392668,-0.021987502,0.982854516,0.999996286,-4.601190109
Dstyk,0.084075296,6.234242964,0.021984803,0.982856621,0.999996286,-4.604505243
Pnpt1,0.07118356,5.15683523,0.021981959,0.982858838,0.999996286,-4.602579024
Slx4,0.099001155,7.421687938,0.021981311,0.982859343,0.999996286,-4.604950306
Ssr2,-0.098366816,7.376718043,-0.021973269,0.982865614,0.999996286,-4.604961107
Paip2,0.096709303,7.278680525,0.02197013,0.982868061,0.999996286,-4.604978029
Ubxn2a,-0.050673006,3.517893361,-0.021962698,0.982873855,0.999996286,-4.598794971
Sf3b3,0.104928268,7.912835298,0.021958485,0.98287714,0.999996286,-4.604766447
Fgfr3,0.127361424,9.448046821,0.021957757,0.982877707,0.999996286,-4.603708462
LOC498750,0.058123596,4.234052473,0.021957082,0.982878234,0.999996286,-4.60037009
Gpatch2l,-0.068648919,5.038313053,-0.021950991,0.982882982,0.999996286,-4.602306104
LOC102554622,0.06730997,4.088921412,0.021950575,0.982883306,0.999996286,-4.600027361
Nphp1,0.068387027,4.992216844,0.02192814,0.982900798,0.999996286,-4.60219614
Pggt1b,0.077754122,5.78371547,0.021924721,0.982903464,0.999996286,-4.603844955
Ap1s2,-0.068920928,5.062074378,-0.021908366,0.982916215,0.999996286,-4.602362667
Gtf2b,0.067435321,4.934167742,0.021907769,0.98291668,0.999996286,-4.602058409
Mybl2,-0.068060256,4.737659407,-0.021905703,0.982918291,0.999996286,-4.601585597
LOC679863,0.059218691,4.225835642,0.021894382,0.982927117,0.999996286,-4.600350548
Bag1,-0.082344317,6.205094562,-0.021883583,0.982935537,0.999996286,-4.604470493
LOC102552639,-0.08204526,5.962212277,-0.021875657,0.982941716,0.999996286,-4.60413616
Fkbp11,0.074281512,5.474409692,0.021869159,0.982946782,0.999996286,-4.603264264
Ndufb11,-0.076255804,5.6229052,-0.021851366,0.982960654,0.999996286,-4.603554414
Smn1,-0.065784587,4.79397632,-0.021848148,0.982963163,0.999996286,-4.601721172
Ptbp2,0.082780501,6.171361657,0.021847499,0.98296367,0.999996286,-4.604428874
Traf3ip1,-0.059155099,4.302104614,-0.021844527,0.982965987,0.999996286,-4.600533321
Aldh9a1,-0.066387099,4.873741535,-0.021829239,0.982977906,0.999996286,-4.601915303
Ebf2,0.071303051,5.419864264,0.021815856,0.98298834,0.999996286,-4.603155351
Rreb1,0.079614012,5.949295569,0.02181435,0.982989514,0.999996286,-4.604116285
Hdhd2,-0.076012957,5.654415591,-0.02179531,0.983004358,0.999996286,-4.603612207
Snapc4,0.071771026,5.107240041,0.021782815,0.9830141,0.999996286,-4.602465657
LOC680039,0.085948607,6.416201717,0.021782634,0.983014241,0.999996286,-4.60469621
Gatad1,-0.076996491,5.860576816,-0.021782013,0.983014725,0.999996286,-4.603971891
Msn,0.094121957,7.059444046,0.021780894,0.983015598,0.999996286,-4.604989078
Clcn6,-0.080444181,5.896107183,-0.021776962,0.983018664,0.999996286,-4.60403002
Pofut2,-0.09944269,7.573177843,-0.021765469,0.983027624,0.999996286,-4.604907197
Ccnc,0.069345979,5.08338844,0.021765132,0.983027887,0.999996286,-4.602411364
Xrcc2,0.052129519,3.61087678,0.021759176,0.983032531,0.999996286,-4.598980328
Ppie,-0.069457498,5.122949501,-0.021750711,0.98303913,0.999996286,-4.602501709
Sys1,-0.0547852,3.995007844,-0.02174098,0.983046717,0.999996286,-4.599812066
Endov,0.037218574,2.696719579,0.021732936,0.983052989,0.999996286,-4.597461168
LOC500035,-0.024583867,-0.305040117,-0.021731454,0.983054144,0.999996286,-4.595595864
Srbd1,-0.066947366,4.847842843,-0.021726463,0.983058035,0.999996286,-4.60185216
Ppap2a,0.068587558,5.282694779,0.021716728,0.983065625,0.999996286,-4.602861395
Stil,0.05518887,3.83710711,0.021708261,0.983072226,0.999996286,-4.599457006
LOC684509,0.034201443,2.372778041,0.021684488,0.983090761,0.999996286,-4.597072838
Utp11l,-0.070604819,5.202746079,-0.021673767,0.98309912,0.999996286,-4.602684559
D2hgdh,0.046728876,3.432281331,0.021659257,0.983110433,0.999996286,-4.598632024
Fbxo46,-0.053459104,3.908734797,-0.021643611,0.983122631,0.999996286,-4.599614871
Sgk494,-0.049653124,3.365317145,-0.021634426,0.983129792,0.999996286,-4.598507528
Ankrd54,0.058507262,4.216066536,0.021625571,0.983136696,0.999996286,-4.600327481
Grpel1,-0.061260813,4.461636828,-0.021619447,0.983141471,0.999996286,-4.600917259
Pip4k2a,-0.063918819,4.728366314,-0.021614365,0.983145432,0.999996286,-4.601563528
Upf3b,0.076267213,5.652267803,0.021591083,0.983163584,0.999996286,-4.603608335
Rab2a,-0.099216145,7.644934298,-0.021585647,0.983167823,0.999996286,-4.604881485
Ranbp9,-0.075634769,5.621191894,-0.021578474,0.983173415,0.999996286,-4.603551396
LOC100363452,0.101659247,7.962370017,0.02156734,0.983182095,0.999996286,-4.604741498
Cfdp1,-0.085251037,6.473869166,-0.021565708,0.983183368,0.999996286,-4.604747632
Twsg1,-0.094866894,7.334908109,-0.021565688,0.983183383,0.999996286,-4.604969177
Lztr1,-0.085098636,6.491480984,-0.021561308,0.983186799,0.999996286,-4.604762448
Heatr6,0.068749277,5.05976405,0.021548985,0.983196406,0.999996286,-4.602357379
Rbfox2,0.082472778,6.213999561,0.021546164,0.983198605,0.999996286,-4.604481273
Usp15,0.07652657,5.704174871,0.021525327,0.983214851,0.999996286,-4.603702746
LOC102551474,0.020490964,0.054273221,0.021513044,0.983224428,0.999996286,-4.595685044
Inha,-0.044264652,3.318650267,-0.021504715,0.983230921,0.999996286,-4.598423683
Zswim4,-0.063709523,4.773209761,-0.021504705,0.983230929,0.999996286,-4.601671366
Frg1l1,0.057502192,4.275914449,0.021500397,0.983234288,0.999996286,-4.600470011
Acot3,0.03501502,2.521406321,0.021498973,0.983235398,0.999996286,-4.597241993
B3galtl,-0.072781129,5.625607321,-0.021494589,0.983238816,0.999996286,-4.60355949
Brd9,0.074322952,5.492295158,0.021492335,0.983240574,0.999996286,-4.60330026
Car13,0.032132453,2.522570552,0.021473373,0.983255358,0.999996286,-4.597243384
Nop9,-0.05666467,4.041177226,-0.021456114,0.983268813,0.999996286,-4.599916855
Leng8,0.110524543,8.509412765,0.021452619,0.983271539,0.999996286,-4.604414464
Ccnl2,0.110979977,8.515965356,0.021444897,0.983277559,0.999996286,-4.60441006
Stx18,-0.06675151,4.958765523,-0.021441385,0.983280297,0.999996286,-4.602117032
Capza2,0.088781148,6.860413516,0.021436126,0.983284397,0.999996286,-4.604957458
Fbxl6,-0.060349014,4.333395767,-0.021434844,0.983285397,0.999996286,-4.600609282
LOC688452,0.073629459,5.565659815,0.021431941,0.98328766,0.999996286,-4.603445588
Mcf2l,0.069208459,5.331044564,0.021429769,0.983289354,0.999996286,-4.602965515
LOC102552920,-0.046952405,3.410886396,-0.021417566,0.983298868,0.999996286,-4.598591773
Cactin,-0.070972639,5.157770046,-0.021408899,0.983305625,0.999996286,-4.602581364
Gsr,-0.060264169,4.621215031,-0.021405342,0.983308398,0.999996286,-4.601303243
Rhoj,-0.070465012,5.260023888,-0.021405048,0.983308627,0.999996286,-4.602812868
LOC103690014,-0.019642151,0.199788127,-0.021401906,0.983311077,0.999996286,-4.595726855
Ufc1,-0.071409431,5.409649005,-0.021390597,0.983319894,0.999996286,-4.603134191
Rexo4,-0.082419766,6.28157733,-0.021387609,0.983322224,0.999996286,-4.60456132
Arf1,-0.113873291,8.760778321,-0.021379311,0.983328693,0.999996286,-4.604238952
Gltscr2,-0.082559039,6.436678861,-0.021358171,0.983345176,0.999996286,-4.604715281
Ankzf1,0.08390358,6.388402877,0.021355701,0.983347101,0.999996286,-4.60467085
Map3k14,0.042711453,2.935780013,0.021349156,0.983352204,0.999996286,-4.597796641
Lmbrd1,0.060343091,4.538651096,0.021348994,0.983352331,0.999996286,-4.601104972
Itm2b,-0.105663677,8.243438792,-0.021341662,0.983358047,0.999996286,-4.604584937
Caap1,-0.05803916,4.250892226,-0.021332561,0.983365143,0.999996286,-4.600410184
Morf4l1,-0.076869428,5.799718069,-0.021324275,0.983371603,0.999996286,-4.603871644
RGD1560470,-0.033643689,2.342113289,-0.021306658,0.983385338,0.999996286,-4.597039579
C2cd2,0.066162064,4.995220426,0.021296048,0.98339361,0.999996286,-4.602203523
Atp1a1,0.109319668,8.441932075,0.021290584,0.983397871,0.999996286,-4.604459718
Asf1b,0.050978866,3.698482766,0.021277047,0.983408424,0.999996286,-4.599159797
Bloc1s6,0.065104163,4.744079904,0.021267067,0.983416205,0.999996286,-4.601601155
Isca1,-0.074063735,5.646056542,-0.021260598,0.983421249,0.999996286,-4.603597044
Fig4,-0.064812759,4.834566343,-0.021256815,0.983424198,0.999996286,-4.601820178
Manf,-0.088968444,6.862330811,-0.021250735,0.983428939,0.999996286,-4.604957979
Smim15,0.076074047,5.786274042,0.021230912,0.983444394,0.999996286,-4.603849567
Slc1a5,0.075404311,5.685909535,0.021227532,0.983447029,0.999996286,-4.6036698
Riok3,0.084721467,6.610572434,0.02121604,0.983455989,0.999996286,-4.604845375
Nop10,-0.068100273,5.045048907,-0.021210975,0.983459938,0.999996286,-4.602322462
Nup88,-0.081357082,6.223442077,-0.021207633,0.983462544,0.999996286,-4.60449268
Eef1a1,0.1223068,9.812233126,0.021205776,0.983463991,0.999996286,-4.603409722
Gtse1,0.063923738,4.554173803,0.021187681,0.9834781,0.999996286,-4.601141886
Tgds,0.074520813,5.614404865,0.021178519,0.983485243,0.999996286,-4.603539179
Vars2,-0.066442684,4.842900245,-0.021172446,0.983489978,0.999996286,-4.60184036
Rab22a,0.085782095,6.610681729,0.021171088,0.983491036,0.999996286,-4.604845467
Sdf2,-0.078291056,6.009951444,-0.021168617,0.983492963,0.999996286,-4.604205973
Usp24,0.0927468,7.197383552,0.02116555,0.983495354,0.999996286,-4.604987941
Hmga2,0.045262524,3.353177964,0.02116447,0.983496196,0.999996286,-4.598485584
Gfod2,0.061126804,4.535956045,0.021163191,0.983497194,0.999996286,-4.60109865
Map4k5,0.080365712,6.242706992,0.021147123,0.983509721,0.999996286,-4.604515738
Armc1,-0.065801436,4.923150891,-0.021144039,0.983512126,0.999996286,-4.602032562
RGD1560854,0.066270312,5.023448196,0.021139488,0.983515674,0.999996286,-4.602270984
Eln,-0.107356779,8.853100194,-0.021130659,0.983522557,0.999996286,-4.604171412
Pola2,-0.063618175,4.689474837,-0.021127492,0.983525027,0.999996286,-4.601470022
Etv3,0.074662192,5.659663429,0.021126732,0.983525619,0.999996286,-4.60362214
Tmx1,0.091582851,7.122654033,0.021123322,0.983528278,0.999996286,-4.604990427
RGD1565059,-0.044549705,3.394935944,-0.021118663,0.98353191,0.999996286,-4.598562091
Fitm2,-0.054405735,4.065928185,-0.021108812,0.983539591,0.999996286,-4.599974066
Ndufb4,0.051538546,3.843369461,0.021103506,0.983543728,0.999996286,-4.599470681
Leng1,-0.04564157,3.266487971,-0.021101089,0.983545612,0.999996286,-4.598332435
Tmod3,-0.080789654,6.171900217,-0.02109497,0.983550383,0.999996286,-4.604429863
Sema6c,-0.069355103,5.408461991,-0.021091725,0.983552913,0.999996286,-4.60313175
Nt5c3a,-0.047322484,3.505696766,-0.021072641,0.983567792,0.999996286,-4.598771497
Obsl1,-0.109639221,8.638200805,-0.021071977,0.98356831,0.999996286,-4.604326451
Med19,0.06123913,4.578425277,0.021067493,0.983571806,0.999996286,-4.601200091
Ptp4a2,-0.089478088,7.098063557,-0.02106117,0.983576735,0.999996286,-4.604990749
Sec61a1,-0.111529171,8.722086724,-0.021060409,0.983577329,0.999996286,-4.604266776
Pik3ca,0.078880861,6.037776233,0.021057032,0.983579961,0.999996286,-4.604246338
Papd4,0.077028873,5.950392439,0.021055301,0.983581312,0.999996286,-4.604118335
Zfp367,0.074163393,5.682085475,0.021044274,0.983589908,0.999996286,-4.60366297
RGD1305045,0.066056825,5.269436974,0.021041597,0.983591995,0.999996286,-4.602833146
Fbxo33,0.055791835,4.209768832,0.021036158,0.983596236,0.999996286,-4.600312777
Dnm1,-0.096739675,7.395722476,-0.021033925,0.983597977,0.999996286,-4.604957279
Armc10,-0.064547707,4.982953553,-0.021031479,0.983599884,0.999996286,-4.602174372
Stxbp1,-0.078112135,6.013502326,-0.021030778,0.983600431,0.999996286,-4.604211214
Cluap1,0.068392278,5.250804808,0.021027548,0.98360295,0.999996286,-4.602793332
Heatr5a,0.082418481,6.464431421,0.021018275,0.983610179,0.999996286,-4.604739763
Pprc1,-0.09091322,7.074856459,-0.02101803,0.98361037,0.999996286,-4.604989961
Slc50a1,0.065999044,5.281155611,0.021007423,0.98361864,0.999996286,-4.602858334
Suox,-0.055462173,4.272508318,-0.021005681,0.983619998,0.999996286,-4.600461934
Ppp1r2-2,0.080503225,6.090070328,0.020997793,0.983626148,0.999996286,-4.604321439
Uqcrq,-0.071076183,5.384252187,-0.020983921,0.983636963,0.999996286,-4.603079967
Vdac1,-0.076330228,5.910049141,-0.020978376,0.983641287,0.999996286,-4.604053229
Map1s,-0.066985955,5.099459824,-0.020973493,0.983645094,0.999996286,-4.602448165
Art3,-0.075131629,6.156041981,-0.02097218,0.983646117,0.999996286,-4.604410425
Tbck,0.062514928,4.695948563,0.020957343,0.983657685,0.999996286,-4.601486019
Exosc10,0.084044887,6.505134418,0.020946889,0.983665836,0.999996286,-4.604773052
Lpgat1,-0.077945759,6.132237821,-0.020937667,0.983673026,0.999996286,-4.60438032
Vcl,-0.095626256,7.528305885,-0.020928108,0.983680479,0.999996286,-4.60492163
Dhx34,-0.055064901,4.126733481,-0.020912221,0.983692866,0.999996286,-4.600116923
Fkrp,-0.069471237,5.381859654,-0.020907088,0.983696867,0.999996286,-4.603074896
Cnppd1,-0.072312408,5.61947489,-0.02090603,0.983697693,0.999996286,-4.603548524
Dcaf8,0.095983852,7.574943812,0.020888344,0.983711482,0.999996286,-4.604906966
Tube1,-0.059047631,4.362497994,-0.020885504,0.983713696,0.999996286,-4.600679248
Chp1,0.058702478,4.514352448,0.020882415,0.983716104,0.999996286,-4.601046409
Unc50,-0.067602342,5.208194457,-0.020879761,0.983718174,0.999996286,-4.602697251
Pfdn1,-0.071578895,5.668418788,-0.020868886,0.983726652,0.999996286,-4.603638404
Ugcg,-0.073637434,5.749407777,-0.02086425,0.983730267,0.999996286,-4.603784732
Khsrp,-0.091372169,7.174760514,-0.020852986,0.98373905,0.999996286,-4.604989234
LOC688064,-0.069322367,5.433040119,-0.020842727,0.983747048,0.999996286,-4.603182261
Lrrcc1,0.072298455,5.598448784,0.0208424,0.983747303,0.999996286,-4.603509836
Vps52,0.088464631,6.881561545,0.020836098,0.983752216,0.999996286,-4.604962557
Pfas,0.092386724,7.225465479,0.020834179,0.983753712,0.999996286,-4.604985253
Il18bp,0.0600519,4.434569682,0.020831626,0.983755703,0.999996286,-4.600851804
LOC100363502,-0.061236514,4.648474542,-0.020831161,0.983756066,0.999996286,-4.601369847
Eif4ebp1,-0.083095928,6.695516497,-0.020826679,0.98375956,0.999996286,-4.604893532
Pogk,-0.084358475,6.815840541,-0.020820758,0.983764176,0.999996286,-4.604943511
Atp6v1a,0.084546543,6.539470846,0.020811888,0.983771092,0.999996286,-4.604797646
Ncor2,0.104099484,8.285756862,0.020810601,0.983772095,0.999996286,-4.604559467
Qrich1,0.085801792,6.794683204,0.020810549,0.983772136,0.999996286,-4.604935786
Rac1,-0.096273604,7.719329909,-0.02080465,0.983776735,0.999996286,-4.604853482
Bace1,0.078166385,6.200414843,0.020794039,0.983785008,0.999996286,-4.604465172
Sh2b1,-0.080867723,6.305320221,-0.020791164,0.98378725,0.999996286,-4.6045887
LOC103693946,0.024447678,1.575594245,0.020784184,0.983792692,0.999996286,-4.596371654
Ptcd3,-0.078869604,6.091102929,-0.020780569,0.98379551,0.999996286,-4.604322972
7-Sep,-0.073107147,5.686731242,-0.020780195,0.983795802,0.999996286,-4.603671458
Srsf11,0.101296912,8.083241751,0.020779302,0.983796498,0.999996286,-4.604678136
Gfm1,0.068272237,5.176114342,0.020779195,0.983796581,0.999996286,-4.602623702
Ift52,-0.074360361,5.75733525,-0.020778796,0.983796893,0.999996286,-4.603799
Psmc1,-0.086617102,6.784207681,-0.02076012,0.983811454,0.999996286,-4.604931646
Metap1,0.076622781,5.904670307,0.020758372,0.983812817,0.999996286,-4.604044521
Fbxo45,-0.067749306,5.178233083,-0.020753919,0.983816289,0.999996286,-4.602628595
Kdelr2,-0.107310894,8.629686389,-0.020753135,0.983816899,0.999996286,-4.604332598
Fkbp15,-0.068377459,5.160019146,-0.020740587,0.983826683,0.999996286,-4.60258674
Ap3s1,-0.059448233,4.483623759,-0.020739619,0.983827438,0.999996286,-4.600971237
Pdpr,0.063184583,4.976547773,0.020727857,0.983836608,0.999996286,-4.602159261
LOC100363275,-0.09924643,7.977379566,-0.020713482,0.983847816,0.999996286,-4.604734183
LOC103692864,0.033618123,2.167786904,0.02071288,0.983848286,0.999996286,-4.596861607
Cstf2,0.081889514,6.46319663,0.020709205,0.983851151,0.999996286,-4.604738836
Rnf121,-0.065149087,5.051291091,-0.020694504,0.983862612,0.999996286,-4.602337601
Amer1,0.054380247,4.122278802,0.020689762,0.98386631,0.999996286,-4.600106461
Mettl22,0.052956111,4.052787302,0.020689115,0.983866814,0.999996286,-4.599943792
Secisbp2,0.074452306,5.614835757,0.020688278,0.983867467,0.999996286,-4.603540151
Sestd1,-0.069075727,5.379484885,-0.020675081,0.983877756,0.999996286,-4.603069923
RGD1308139,0.07206003,5.771612224,0.020672559,0.983879722,0.999996286,-4.603824609
Ankrd12,0.077103713,6.011692238,0.020667956,0.983883311,0.999996286,-4.60420872
Psma6,0.077284751,6.114301021,0.020661088,0.983888666,0.999996286,-4.604355517
Scara3,-0.086153084,7.062544805,-0.020636208,0.983908064,0.999996286,-4.604989704
Utp6,0.083978652,6.579997164,0.020636191,0.983908078,0.999996286,-4.604825667
Eif3i-ps1,0.067339622,5.166468194,0.020631791,0.983911508,0.999996286,-4.602601565
Arrdc2,0.038342288,2.855412831,0.020630274,0.983912691,0.999996286,-4.597678973
Eftud2,-0.082857187,6.553666951,-0.020625832,0.983916154,0.999996286,-4.604807897
Rad51ap1,0.058610404,4.366312637,0.020624123,0.983917486,0.999996286,-4.600688321
Lyrm5,0.050511052,3.721855754,0.020618139,0.983922152,0.999996286,-4.599208784
Mex3c,0.074179464,5.811810487,0.020614041,0.983925347,0.999996286,-4.603891871
Ccdc126,0.045570741,3.418561945,0.020605845,0.983931737,0.999996286,-4.59860629
Myh14,-0.077281878,6.080758845,-0.020597229,0.983938455,0.999996286,-4.604308293
Skiv2l2,0.082144333,6.412700666,0.020591145,0.983943198,0.999996286,-4.604693509
Hnrnpul1,-0.101654825,8.145234837,-0.020580801,0.983951263,0.999996286,-4.604642919
Invs,0.061245404,4.600098454,0.020569495,0.983960078,0.999996286,-4.601252614
Gga1,-0.072586531,5.739842769,-0.020565422,0.983963254,0.999996286,-4.603767711
Mtrf1,0.052378508,3.97304151,0.020561654,0.983966192,0.999996286,-4.599761761
LOC102551660,-0.076550896,6.062621646,-0.020554636,0.983971663,0.999996286,-4.604282181
Bud31,-0.070123996,5.417426394,-0.020545903,0.983978472,0.999996286,-4.603150782
